date,location,state,airline,aircraft_brand,no_deaths,no_survivors,no_ground_casualties
06-06-1996,Kinshasa, Democratic Republic Congo,Hoseba,Ilyushin,10,0,0
09-06-1996,Rasht, Iran,Iran Air,Boeing,7,0,0
12-06-1996,Near Rollingstone, Queensland  Australia,Military - Australian Army Aviation,Sikorsky,18,10,0
13-06-1996,Fukuoka, Japan,Garuda Indonesia Airlines,McDonnell,3,272,0
21-06-1996,Shanghai, China,China Flying Dragon Aviation (Feilong Airlines),Harbin,2,10,0
06-07-1996,Pensacola, Florida,Delta Air Lines,McDonnell,2,140,0
09-07-1996,Papua, New Guinea,Milne Bay Air,de,20,0,0
11-07-1996,Near Kanda, India,Archana Airlines,Let,9,0,0
15-07-1996,Near Eindhoven, The Netherlands,Military - Belgian Air Force,Lockheed,34,7,0
17-07-1996,Off East Moriches, New York,Trans World Airlines,Boeing,230,0,0
17-07-1996,Near Playa del Carmen, Mexico,Aerolatino (Aerocaribe),de,1,17,0
20-07-1996,Russian Mission, Alaska,Northern Air Cargo,Douglas,4,0,0
24-07-1996,Near Mergui, Manmar,Myanmar Airways,Fokker,8,41,0
12-08-1996,Markham Bay, Canada,First Air,de,2,0,0
14-08-1996,neznama,neznama,Air North,Douglas,1,2,0
17-08-1996,Near Jackson Hole, Wyoming,Military - U.S. Air Force,Lockheed,9,0,0
18-08-1996,neznama,neznama,Harbour Air,de,3,0,0
19-08-1996,Belgrade, Yugosalvia,Spair Air Transport,Ilyushin,12,0,0
29-08-1996,Near Longyearbyen, Norway,Vnokovo Airlines,Tupolev,141,0,0
25-09-1996,Waddenzee, Netherlands,Dutch Dakota Association,Douglas,32,0,0
02-10-1996,Off Pasamayo, Peru,Aeroperu,Boeing,70,0,0
03-10-1996,Kahemba, Congo,Malu Aviation,de,6,15,0
06-10-1996,Lukapa, Angola,Savanair,Antonov,6,13,0
08-10-1996,San Francesco al Campo, Italy,Aeroflot,Antonov,2,21,2
22-10-1996,Manta, Ecuador,Million Air,Boeing,4,0,30
26-10-1996,Khanty, Russia,Tyumen Aviatrans,Yakovlev,5,29,0
31-10-1996,Sao Paolo, Brazil,TAM (Brazil),Fokker,95,0,3
01-11-1996,Near Tikal, Guatemala,Transported Areos Profesionales - TAPSA,Embraer,16,0,0
07-11-1996,Lagos, Nigeria,Aviation Development Corporation,Boeing,143,0,0
07-11-1996,Aubusson, France,Jetcom S.A.,Cessna,8,0,0
12-11-1996,Near Charkhi Dadri, India,Saudi Arabian Airlines / Kazakhstan Airlines,Boeing,349,0,0
14-11-1996,Bolchaïa Pyssa, Russia,Komi Avia,Antonov,14,1,0
19-11-1996,Quincy, Illinois,United Express  / Private,Beechcraft,14,0,0
22-11-1996,Off Cape Mendocino, CA,Military - U.S. Air Force,Lockheed,10,1,0
23-11-1996,Off Mitsamiouli, Comoros,Ethiopian Airlines,Boeing,127,48,0
27-11-1996,neznama,neznama,Military - Russian Air Force,Ilyushin,23,0,0
30-11-1996,Medellin, Colombia,ACES Colombia,de,14,1,0
07-12-1996,Banjarmasin, Indonesia,Dirgantara Air Services,CASA,16,1,2
09-12-1996,Boise, Idaho,Emery Worldwide,Douglas,2,0,0
17-12-1996,Tver, Russia,Military - Russian Air Force,Antonov,18,0,0
21-12-1996,Rio Negro, Colombia,SELVA,Antonov,4,0,0
22-12-1996,Narrows, Virginia,Airborne Express,McDonnell,6,0,0
24-12-1996,Near Nellore, India,Military - Indian Air Force,Hindustan,22,0,0
24-12-1996,Dorchester, New Hampshire,Aircraft Charter Group Inc,Learjet,2,0,0
07-01-1997,Near Moamoa, Samoa,Polynesian Airlines,de,3,2,0
09-01-1997,Near Monroe, Michigan,Comair,Embraer,29,0,0
29-01-1997,Sparrevohn, Alaska,Southcentral Air,de,1,1,0
31-01-1997,Yola, Nigeria,Skypower Express Airways,Embraer,5,11,0
01-02-1997,Tambacoumba, Senegal,Air Senegal,Hawker,25,27,0
02-02-1997,Near Quiangala, Angola,Force Area Populaire de Angola,CASA,37,0,0
04-02-1997,neznama,neznama,Military - Israel Air Force /Military -  Israel Air Force,Sikorsky,73,0,0
14-02-1997,Carajas, Brazil,Varig,Boeing,1,51,0
19-02-1997,Guatemala City, Guatemala,Transpolar,IAI,5,0,0
12-03-1997,Lucapa, Angola,ALADA,Antonov,16,0,0
13-03-1997,Near Mashhad, Iran,Military - Iranian Air Force,Lockheed,88,0,0
18-03-1997,Cherkessk, Russia,Stavropol Airlines,Antonov,50,0,0
01-04-1997,Tegucigalpa, Honduras,Military - U.S. Air Force,Lockheed,3,7,0
04-04-1997,Griffin, Georgia,Custom Air Service,Aviation,2,0,0
10-04-1997,Near Wainwright, Alaska,Hageland Aviation Services,Cessna,5,0,0
14-04-1997,Brazzaville, Democratic Republic Congo,TAAG Angola Airlines,Fokker,3,4,0
15-04-1997,Gyandzha, Azerbaijan,Azerbaijan Airlines,Yakovlev,6,0,0
16-04-1997,Near Sorei, Niger,Military - Niger Air Force,Lockheed,14,0,0
19-04-1997,Tanjung Pandan, Indonesia,Merpati Nusantara Airlines,British,15,38,0
23-04-1997,Near Konduz, Afghanistan,Military - Afghan Republican Air Force,Antonov,36,0,0
08-05-1997,Huangtian, China,China Southern Airlines,Boeing,35,39,0
06-06-1997,Near Irumu, Congo,Bazair,Vickers,27,0,0
10-06-1997,Mandalgobi, Mongolia,MIAT - Mongolian Airlines,Harbin,7,5,0
03-07-1997,Madh Island, India,Elbee Airlines,Fokker,2,0,0
06-07-1997,Near Saravena, Colombia,Military - Colombian Army,Mil,25,4,0
09-07-1997,Suzano, Brazil,TAM (Brazil),Fokker,1,59,0
11-07-1997,Off Santiago de Cuba, Cuba,Cubana de Aviacion,Antonov,44,0,0
17-07-1997,Bandung, Indonesia,Sempati Air,Fokker,30,20,0
18-07-1997,Goroka,  New Guinea,Goroka Air Services,de,2,2,0
29-07-1997,Calabar , Nigeria,ADC Airlines,BAC,1,54,0
30-07-1997,Florence, Italy,Air Littoral,Aerospatiale,1,16,0
06-08-1997,Agana, Guam,Korean Airlines,Boeing,228,26,0
07-08-1997,Miami, Florida,Fine Air,McDonnell,4,0,1
10-08-1997,Matsu Island, Taiwan,Formosa Airlines,Dornier,16,0,0
29-08-1997,Puerto Inirida, Venezuela,SATENA,Pilatus,12,0,0
03-09-1997,Phnom Penh, Cambodia,Vietnam Airlines,Tupolev,65,1,0
06-09-1997,Near Miri, Malaysia,Borneo Airways,Dornier,10,0,0
12-09-1997,Near Uvira, Zaire,TMK Air Commuter,de,22,0,0
13-09-1997,Off Namibia, Africa,Military - Luftwaffe / Military - USAF,Tupolev,33,0,0
26-09-1997,Buah Nabar, Indonesia,Garuda Indonesia Airlines,Airbus,234,0,0
08-10-1997,Near Montrose, Colorado,Scenic Airlines,Cessna,9,0,0
10-10-1997,Nuevo Berlin, Uruguay,Austral Lineas Aeras (Argentina),McDonnell,74,0,0
10-10-1997,Taipei, Taiwan,Military - Republic of China Air Force,Lockheed,5,0,0
12-10-1997,neznama,neznama,Private,Rutan,1,0,0
29-10-1997,Jalal-Abad, Afghanistan,Ariana Afghan Airlines,Yakovlev,2,24,0
08-11-1997,Near Barrow, Alaska,Hageland Aviation Services,Cessna,8,0,0
05-12-1997,Irkutsk-2, Russia,Military - Russian Air Force,Antonov,23,0,44
09-12-1997,Little Grand Rapids, Canada,Sowind Air,Embraer,4,13,0
13-12-1997,La Veriente, Bolivia,STAP,Swearingen,10,9,0
15-12-1997,Sharjah, United Arab Emirates,Tajikistan Airlines,Tupolev,85,1,0
17-12-1997,Fotina, Greece,Aerosweet Airlines (LVOV),Yakovlev,70,0,0
19-12-1997,Near Palembang, Indonesia,SilkAir,Boeing,104,0,0
20-12-1997,Tanagra, Greece,Military - Greek Air Force,Lockheed,5,0,0
27-12-1997,Atlantic Ocean, off Angola,Renan Airways,Antonov,5,0,0
28-12-1997,neznama,neznama,United Air Lines,Boeing,1,392,0
31-12-1997,Rio Sidra, Panama,Parsa,Britten,10,0,0
13-01-1998,Brno, Czech Republic,Aeroservice International,Let,2,0,0
13-01-1998,Tor Kach, Pakistan,Military - Ariana Afghan Airlines,Antonov,51,0,0
27-01-1998,Yangon (Rangoon), Myanmar,Myanmar Airways,Fokker,16,29,0
02-02-1998, Cagyan de Oro, Philippines,Cebu Pacific Air,McDonnell,104,0,0
03-02-1998,neznama,neznama,Military - U.S. Marine Corps,Grummand,0,2,20
04-02-1998,Terceira, Portugal,Air Luxor,Antonov,7,0,0
05-02-1998,Near Navafria, Spain,Military - Spanish Air Force,CASA,5,0,0
12-02-1998,Near Nasir, Sudan,Military - Sudan Air Force,Antonov,27,30,0
16-02-1998,Taipei, Taiwan,China Airlines (Taiwan),Airbus,196,0,7
10-03-1998,Mombasa, Kenya,Air Memphis,Boeing,6,0,0
18-03-1998,Off Hsinchu, Taiwan,Formosa Airlines,Saab340BB-12255,13,0,0
19-03-1998,Near Charasyab, Afghanistan,Ariana Afghan Airlines,Boeing,45,0,0
22-03-1998,Bacolod, Philippines,Philippine Air Lines,Airbus,0,127,3
28-03-1998,Piura, Peru,Fuerza Aérea del Peru,Antonov,22,33,1
31-03-1998,Near Mexico City, Mexico,Linea Aérea Mexicana de Carga,Convair,2,2,0
20-04-1998,Near Bogota, Colombia,Air France,Boeing,53,0,0
05-05-1998,Andoas, Peru,Fuerza Aérea del Peru,Boeing,75,13,0
12-05-1998,Near Nema, Mauritania,Military - Mauritanian Air Force,Xian,39,3,0
25-05-1998,Near Longtiang, Laos,Military - Lao People's Liberation Army Air Force,Yakovlev,26,0,0
25-05-1998,Indian Trail, North Carolina,Air Taxi - US Helicopters Inc.,Bell,5,0,0
26-05-1998,Near Erdenet, Mongolia,MIAT - Mongolian Airlines,Harbin,28,0,0
18-06-1998,Montreal, Canada,Propair,Swearingen,11,0,0
25-06-1998,Mt. Waialeale, Hawaii,Air Taxi - Ohana Helicopter Tours,Eurocopter,6,0,0
13-07-1998,Off Rasal, United Arab Emirates,ATI Aircompany,Ilyushin,8,0,0
16-07-1998,Córdoba, Argentina,Alas del Sur,Rockwell,3,0,0
17-07-1998,Asmara, Eritrea,Ukraine Aviation Transport Company,Ilyushin,10,0,0
23-07-1998,Pico de Orizaba, Mexico,Military - Mexican Air Force,Shorts,4,0,0
27-07-1998,Southhampton, England,Plane Sailing,Consolidated,4,14,0
28-07-1998,Barcelona, Spain,Swifair,Swearingen,2,0,0
29-07-1998,Manacapuru River, Brazil,Selva Taxi Aero,Embraer,5,19,0
30-07-1998,Near Quiberon, France,Proteus Air / Private,Beechcraft,15,0,0
30-07-1998,Kochi, India,Alliance Airlines,Dornier,6,0,2
04-08-1998,neznama,neznama,Harbour Air Seaplanes Ltd.,de,5,0,0
11-08-1998,Saurimo, Angola,Alada,Antonov,1,12,0
19-08-1998,Foveaux Strait, New Zealand,Vincent Aviation,Cessna,5,5,0
21-08-1998,Near Ghorepani, Nepal,Lumbini Airways,de,18,0,0
24-08-1998,Pretoria, South Africa,Speed Service Couriers,DC-3-65TPZS-NKK,1,1,0
24-08-1998,Manibagi, Myanmar,Myanmar Airways,Fokker,44,0,0
29-08-1998,Quito, Ecuador,Cubana de Aviacion,Tupolev,70,21,10
02-09-1998,neznama,neznama,Swissair,McDonnell,229,0,0
02-09-1998,neznama,neznama,Permaviatrans,Antonov,24,0,0
09-09-1998,Port Alsworth, Alaska,Rusts Flying Service Inc.,de,5,0,0
10-09-1998,Islamabad, Pakistan,Military - Pakistan Air Force,Lockheed,5,0,0
25-09-1998,Near Nador, Morroco,Paukn Air,British,38,0,0
28-09-1998,Praia, Cape Verde,Cabo Verde Airlines,de,1,21,0
29-09-1998,Off Mannar, Sri Lanka,Lionair,Antonov,55,0,0
02-10-1998,Near Canaima, Venezuela,Servivensa,Douglas,1,26,0
10-10-1998,Near Kindu, Congo,Congo Airline,Boeing,41,0,0
21-10-1998,Yerevan, Armenia,Ararat Avia,Yakovlev,0,37,4
25-10-1998,Rwenzori mountains, Uganda,TanaMana Aviation,Britten-Norman,4,7,0
01-11-1998,Near Quetzaltenango, Guatemala,Living Water Teaching Ministries Charter,Douglas,11,7,0
11-11-1998,Near Krasnoyarsk, Russia,Sakha Airlines,Antonov,13,0,0
21-11-1998,Edgewater, Maryland,Private,Burgess,1,0,0
07-12-1998,Baie-Comeau, Canada,Air Satellite,Britten-Norman,7,3,0
11-12-1998,Near Surat Thani, Thailand,Thai Airways,Airbus,102,44,0
14-12-1998,Near Cuito, Angola,Khors Aircompany,Antonov,11,0,0
17-12-1998,Saurimo, Angola,Zanex,Antonov,1,9,0
22-12-1998,Medellín, Colombia,SELVA,Antonov,5,0,0
26-12-1998,Vila Nova, Angola,Transafrik,Lockheed,14,0,0
02-01-1999,Near Huambo, Angola,Transafrik - United Nations Charter,Lockheed,9,0,0
12-01-1999,neznama,neznama,Channel Express,Fokker,2,0,0
13-01-1999,Geilenkirchen, Germany,Military - German Air National Guard,Boeing,4,0,0
13-01-1999,neznama,neznama,Kelowna Flightcraft Air Charter,Douglas,2,0,0
16-01-1999,neznama,neznama,Uzu Air,Britten,3,1,0
21-01-1999,Bluefields, Nicaragua,Fuerza Aérea Nicaragua,Antonov,28,0,0
02-02-1999,Luanda, Angola,Savannair,Antonov,14,0,13
03-02-1999,Hoskins, Papua New Guinea,Airlink,Britten,11,0,0
08-02-1999,Kinshasa,  Democratic Republic Congo,Air Karibu,Lockheed,7,0,0
24-02-1999,Rui'an, China,China Southwest Airlines,Tupolev,61,0,0
25-02-1999,Genoa, Italy,Minerva Airlines,Dornier,4,27,0
07-03-1999,New Delhi, India,Military - Indian Air Force,Antonov,19,0,3
18-03-1999,Near Tame, Colombia,ALIANSA Colombia,Douglas,8,0,8
19-03-1999,neznama,neznama,Provincial Airlines,de,1,1,0
07-04-1999,Ribeirao Preto, Brazil,Manacá Táxi Aéreo,Learjet,5,0,0
07-04-1999,Near Ceyhan, Turkey,Turkish Airlines (THY),Boeing,6,0,0
08-04-1999,Near Malaga, Colombia,Aerotaca,de,5,0,0
15-04-1999,Shanghi, China,Korean Air,McDonnell,3,0,0
08-05-1999,Off Port Vila, Vanuatu,Vanair,de,7,5,0
24-05-1999,Kuching, Malaysia,Military - Malaysian Air Force,de,5,0,0
29-05-1999,Ol Kiombo, Kenya,Malindi Air Services,Let,2,0,0
01-06-1999,Little Rock, Arkansas,American Airlines,McDonnell,11,134,0
03-06-1999,Near Khartoum, Sudan,Military - Sudan Air Force,Antonov,50,0,0
09-06-1999,Coron, Philippines,Pacific Airways,Britten-Norman,1,0,0
09-06-1999,Juneau, Alaska,Air Taxi - Coastal Helicopters Inc.,Eurocopter,7,0,0
17-06-1999,Goroka, Papua New Guinea,Airlink,Embraer,17,0,0
25-06-1999,neznama,neznama,Blue Water Aviation Services,de,1,1,0
01-07-1999,Luzamba, Angola,Savanair,Antonov,1,4,0
02-07-1999,Sittwe, Myanmar,Myanmar Airways,Fokker,8,0,0
04-07-1999,Villavicencio, Colombia,LANC Colombia,Douglas,5,13,0
07-07-1999,Near Kathmandu, Nepal,Lufthansa Cargo Airlines,Boeing,5,0,0
09-07-1999,Toluca , Mexico,Aero Jet Express,Hawker,4,0,0
16-07-1999,Off Martha's Vineyard, Massachusetts,Private,Piper,3,0,0
23-07-1999,Tokyo, Japan,All Nippon Airways,Boeing,1,516,0
23-07-1999,Near Orito, Colombia,Military - U.S. Army,de,7,0,0
24-07-1999,Nasevou Village, Fiji,Air Fiji,Embraer,17,0,0
07-08-1999,Santo Antao, Cape Verde Islands,TACV-Cabo Verde Airlines,Dornier,18,0,0
22-08-1999,Hong Kong, China,China Airlines (Taiwan),McDonnell,3,312,0
24-08-1999,Hualian, Taiwan,Uni Air,McDonnell,1,95,0
26-08-1999,Turtkul, Uzbekistan,Uzbekistan Airways,Yakovlev,2,31,0
31-08-1999,Buenos Aires, Argentina,"LAPA, Lineas Aereas Privadas Argentinas",Boeing,63,40,2
05-09-1999,Near Kathmandu, Nepal,Necon Air,Hawker,15,0,0
14-09-1999,Girona, Spain,Britannia Airways,Boeing,1,244,0
14-09-1999,Bucharest, Romania,Greek Government,Dassault,7,6,0
14-09-1999,Belelm, Brazil,Norte Jet Táxi Aéreo,Embraer,2,0,0
17-09-1999,Mt. Hidalgo, Mexico,Military - Mexican Air Force,Lockheed,5,0,0
02-10-1999,Dhahran, Saudi Arabia,Aramco Associated Company,Bell,12,8,0
24-10-1999,San Carlos, Venezuela,Military - Venezuelan Army,Arava,6,0,0
25-10-1999,Aberdeen, South Dakota,Private charter,Gates,6,0,0
31-10-1999,Off Nantucket Island, Massachusetts,EgyptAir,Boeing,217,0,0
09-11-1999,Near Uruapan, Mexico,TAESA,McDonnell,18,0,0
12-11-1999,Near Pristina, Kosovo,Si Fly - U.N. charter,Aerospatiale,24,0,0
05-12-1999,Moscow, Russia,Tashkent Aircraft Production Corporation,Ilyushin,5,2,0
07-12-1999,Near Bayombang, Philippines,Asian Spirit,Let,17,0,0
10-12-1999,Kuwait City, Kuwait,Military - U.S. Air Force,Lockheed,3,91,0
11-12-1999,Sao Jorge, Azores (Portugal),SATA,British,35,0,0
21-12-1999,Guatemala City, Guatemala,Cubana de Aviacon,McDonnell,16,298,2
22-12-1999,Great Hallingbury, United Kingdom,Korean Air,Boeing,4,0,0
24-12-1999,neznama,neznama,Indian Airlines,Airbus,1,188,0
25-12-1999,Bejuma, Venezuela,Cubana de Aviacion,Yakovlev,22,0,0
25-12-1999,Near Simara, Nepal,Skyline Airways,de,10,0,0
29-12-1999,Near Zonguldak, Turkey,Ecuato Guineana de Aviacion,Antonov,6,0,0
05-01-2000,Abuja, Nigeria,Skypower Express Airways,Embraer,1,15,1
10-01-2000,Niederhasli, Switzerland,Crossair,Saab,10,0,0
13-01-2000,Off Marsa el-Brega, Libya,Avisto,Shorts,22,19,0
15-01-2000,San Jose, Costa Rica,TACA,Let,5,15,0
30-01-2000,Off Abidjan, Ivory Coast,Kenya Airways,AirbusA310-3045Y-BEN,169,10,0
31-01-2000,Off Point Mugu, California,Alaska Airlines,McDonnell,88,0,0
02-02-2000,Tehran, Iran,Military - Islamic Republic of Iran Air Force,Lockheed,8,0,0
16-02-2000,Sacramento, California,Emery Worldwide,McDonnell,3,0,0
05-03-2000,Burbank, Calilfornia,Southwest Airlines,Boeing,0,142,0
09-03-2000,Moscow, Russia,Vologodskiye Airlines,Yakovlev,9,0,0
17-03-2000,Near Kuna Yala, Panama,Aeroperlas,de,10,0,0
17-03-2000,Ennadai Lake, Canada,Points North Air Services,Douglas,2,0,0
22-03-2000,Herreira, Spain,Military - Ejército del Aire,CASA,7,0,0
24-03-2000,Kadirana, Sri Lanka,Sky Cabs,Antonov,6,2,2
25-03-2000,Huambo, Angola,Uralex,Antonov,3,30,0
30-03-2000,Near Anuradhapura, Sri Lanka,Military - Sri Lankan Air Force,Antonov,40,0,0
05-04-2000,Marianna, Florida,Bankair,Learjet,3,0,0
19-04-2000,Samal Island, Philippines,Air Philippines,Boeing,131,0,0
19-04-2000,Pepa ,Congo,Military - Centrafricain Airlines,Antonov,24,0,0
29-04-2000,Bapi, Papua New Guinea,North Coast Aviation,Britten-Norman,4,0,0
02-05-2000,Lyon Satolas, France,Northern Executive Aviation,Learjet,2,3,0
03-05-2000,Kurupung, Guyana,Trans Guyana Airways,Britten-Norman,1,0,0
10-05-2000,Kaunakakai, Hawaii,Price Aircraft Company,Rockwell,6,0,0
17-05-2000,Moanda, Gabon,Avirex,Beechcraft,3,7,0
21-05-2000,Near Wilkes-Barre, Pennsylvania,Executive Airlines,BAe,19,0,0
25-05-2000,Near Manila, Philippines,Philippine Air Lines,Airbus,1,297,0
31-05-2000,Off Whyalla, Australia,Whyalla Airlines,Piper,8,0,0
05-06-2000,Accra, Ghana,Ghana Airlink,Fokker,7,45,0
22-06-2000,Shitai, China,Wuhan Airlines,Xian,44,0,7
23-06-2000,Boca Raton, Florida,Universal Jet Aviation,Learjet,3,0,0
27-06-2000,Off Shimano, Japan,Military - Japanese Air Self-Defence Force,Kawasaki,5,0,0
02-07-2000,Off Cagayancillo, Philippines,Military - Philippine Air Force,GAF,14,1,0
08-07-2000,Near Villahermosa, Mexico,Aerocaribe,British,19,0,0
09-07-2000,Villavicencio, Colombia,CORAL Colombia,Curtiss,13,6,0
13-07-2000,Raleigh, North Carolina,Win Win Aviation,de,1,2,0
17-07-2000,Patna, India,Indian Airlines/Alliance Airlines,Boeing,55,3,5
19-07-2000,Linneus, Maine,Airwave Transport,Grumman,2,0,0
20-07-2000,Nassau, Bahamas,Allied Air Freight,Douglas,2,0,0
21-07-2000,Maui, Hawaii,Blue Hawaiian Helicopters,Aerospatiale,7,0,0
25-07-2000,Gonesse, France,Air France,Aerospatiale,109,0,4
26-07-2000,Mafraq, Jordan,Military - Royal Jordanian Air Force,Lockheed,13,0,0
27-07-2000,Jodhura, Nepal,Royal Nepal Airlines,de,25,0,0
02-08-2000,Cubatao, Brazil,Air taxi - Lider Air Taxi,Sikorsky,6,0,0
06-08-2000,Puerto Montt, Chile,Military - Fuerza Aérea de Chile,Casa,14,0,0
09-08-2000,Burlington Township, New Jersey,Patuxent Airways / Private,Piper,11,0,0
12-08-2000,Near Tshikapa, Congo,Staer Air,Antonov,27,0,0
23-08-2000,Off Manama, Bahrain,Gulf Air,Airbus,143,0,0
02-09-2000,Mount Montezuma, Colombia,Military - Fuerza Aérea Colombiana,Douglas,7,0,0
04-09-2000,Near Burketown, Australia,Charter - Central Air,Beechcraft,8,0,0
16-09-2000,Kumarapura, Sri Lanka,Military - Sri Lanka Air Force,Mil,14,0,0
06-10-2000,Reynosa, Mexico,Aeromexico,McDonnell,0,88,4
08-10-2000,neznama,neznama,Summit Air Charters,Shorts,3,0,0
10-10-2000,Wichita, Kansas,Bombardier Aerospace,Canadair,2,1,0
16-10-2000,Hillsboro, Missouri,Private,Cessna,3,0,0
19-10-2000,Near Sam Neua, Laos,Lao Aviation,Harbin,8,9,0
25-10-2000,Near Batumi, Republic of Georgia,Military - Russian Air Force,Ilyushin,86,0,0
31-10-2000,Taipei, Taiwan,Singapore Airlines,Boeing,83,96,0
31-10-2000,Near Monaquimbundo, Angola,Aca-Ancargo,Antonov,44,0,0
07-11-2000,Luabo, Democratic Republic Congo,Malu Aviation,Antonov,2,9,0
09-11-2000,Fort Wayne, Indiana,Superior Aviation,Swearingen,1,0,0
15-11-2000,Near Luanda, Angola,Asa Pesada,Antonov,57,0,0
20-11-2000,Miami, Florida,American Airlines,Airbus,1,113,0
11-12-2000,neznama,neznama,Servicio Aereo Manchupo,Cessna,6,0,0
04-01-2001,Zheng Zou AB, China,Military - People's Liberation Army,Shaanxi,16,0,6
08-01-2001,Near Silimo, Indonesia,Military - Tentara Nasional Indonesia Navy,CASA,9,0,0
23-01-2001,Eider Point, Alaska,Majestic Air Cargo,Douglas,2,0,0
25-01-2001,Ciudad Bolivar, Venezuela,Rutaca Airlines,Douglas,24,0,0
27-01-2001,Byers, Colorado,North Bay Charter,Beech,10,0,0
31-01-2001,El Yopal, Colombia,Lineas Aereas Suramericanas,Sud,3,3,0
08-02-2001,Nurnberg, Germany,E.A.S. Aeroservizi,Learjet,3,0,0
08-02-2001,Beaver Island, Minnesota,Northern Illinois Flight Center,Swearingen,2,4,0
10-02-2001,Jakobkondre, Suriname,Gum Air Charter,GAF,10,0,0
27-02-2001,Near Granton Harbour, Scotland,Loganair,Shorts,2,0,0
03-03-2001,Unadilla, Georgia,Military - Florida Army National Guard,Short,21,0,0
03-03-2001,Bangkok, Thailand,Thai Airways,Boeing,1,4,0
15-03-2001,Medina, Saudi Arabia,Vnukovo Airlines,Tupolev,3,171,0
24-03-2001,neznama,neznama,Air Caraibes,de,19,0,1
26-03-2001,Jadura, Indonesia,Merpati Nusantara Airlines,Fokker,3,0,0
29-03-2001,Near Aspen, Colorado,Jetwingsco Inc. - Private Charter,Grummand,18,0,0
04-04-2001,Adar Yeil, Sudan,Military - Sudan Air Force,Antonov,14,16,0
07-04-2001,Thanh Tranh Village, Vietnam,SFC Vietnam - Charter - Full Account,Mil,16,0,0
28-04-2001,Near Roque Perez, Argentina,Private - Techint  group,Cessna,10,0,0
16-05-2001,Malatya, Turkey,Military - Turkish Air Force,CASA,34,0,0
17-05-2001,Near Sari, Iran,Faraz Qeshm Airlines,Yakovlev,30,0,0
17-05-2001,Mendoza, Argentina,Fuerza Aérea Argentina,Fokker,5,0,0
22-05-2001,Near Myakotino, Russia,Military - Russian Air Force,Antonov,7,0,0
15-06-2001,Jayapura, Indonesia,Manunggal Air,Transall,1,18,0
04-07-2001,Near Irkutsk, Russia,Vladivostokavia,Tupolev,145,0,0
05-07-2001,Off Chinhae, South Korea,Private  - Daewoo Shipbuilding,Sikorsky,8,4,0
12-07-2001,Near Puerto Cabello, Venezuela,Private - Overtec Company,Antonov,13,0,0
14-07-2001,Near Moscow, Russia,Russ Air Transport Company,Ilyushin,10,0,0
05-08-2001,Reykjavík, Iceland,Naske Air,Dassault,3,0,0
10-08-2001,Near Meadview, Arizona,Papillon Grand Canyon Helicopters of Las Vegas,Aerospatiale,6,1,0
23-08-2001,Mugogo, Democratic Republic Congo,Victoria Airlines,Antonov,4,7,0
24-08-2001,Ithaca, New York,Ameristar Jet Charter,Learjet,2,0,0
24-08-2001,neznama,neznama,Air Transat,Airbus,0,304,0
29-08-2001,Near Malaga, Spain,Binter Mediterráneo,CASA,4,43,0
11-09-2001,Arlington, Virginia.,American Airlines,Boeing,64,0,125
11-09-2001,New York City, New York,American Airlines,Boeing,92,0,2750
11-09-2001,New York City, New York,United Air Lines,Boeing,65,0,2750
11-09-2001,Shanksville, Pennsylvania,United Air Lines,Boeing,44,0,0
12-09-2001,Near Chichen Itza, Mexico,Aero Ferinco Charter,LET,19,0,0
15-09-2001,Belo Horizonte, Brazil,TAM (Brazil),Fokker,1,81,0
18-09-2001,Guatemala City, Guatemala,Atlantic Airlines,LET,9,4,0
04-10-2001,110 miles SW of Sochi, Russia,Sibir Airlines,Tupolev,78,0,0
08-10-2001,neznama,neznama,Air Saint Maurice Inc.,de,3,4,0
08-10-2001,Milan, Italy,Scandinavian Airlines (SAS) / Private,MD-87,114,0,4
10-10-2001,Off Valencia, Spain,Flightline,Swearingen,10,0,0
10-10-2001,Dillingham, Alaska,PenAir,Cessna,10,0,0
11-10-2001,Shamattawa, Canada,Perimeter Airlines,Swearingen,2,1,0
